@relation all-weka.filters.unsupervised.attribute.NominalToString-Cfirst-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute text string
@attribute class {-1,1}

@data
'ben kýzçemi çok severim kiiii _özgiþim cankuþum dost pofidiðim kývýrcýðým deðerlim    httptco1f8eyoliyp',1
'aysmodumla keyif vakti  ? ? ? ? ? ? ?  coffee istanbul in istanbul türkiye httpstcotzgywah4bj',1
'þampiyon bal playoff champion team first leader  mimar kubilay köse stadý httptcobwfvhabbmm',1
'saplýðýmla mutluyum  ? ? ? ?',1
'annembabamçaðan  dede pide in izmir httpstco7mypdnouwu',1
'hahahahahaha tekrardan dilime dolandý ya  ? ? ? ? ? ?',1
'peste en iyi golleri hep benzema ile atýyorum d',1
'yine poacalarim cilgin atti arkadaslar  ? ? ? ? delicious nimnim sweet instalokko instahub instagram httptcorrhplhormo',1
'özlemiþim  big yellow taxi benzin  bigyellowtaxitr in istanbul türkiye httpstco2asmsezjul',1
'hahahhaha hatýrladýkça gülüyorum d httptcofl07xuhxv4',1
'korkma çýkmýyorum yoldan eski deniz yok gözaltlarým çýkýyor artýk mordan',1
'alýþveriþ  ? ? ? ? ? ? ? ? ? ?  akasya acýbadem in üsküdar acýbadem httpstco4vvhbcetpk',1
'tek eðlencem httptcoqiqj49bzdh',1
'issýz bir adaya düþsek imparatorluk kurarýz yahu  ? ?o ?  bahçeli 7 cadde httptcoppt9vea2lb',1
'iþte bu yüzden diðer kýzlardan 267383771 adým öndeyim kolay kanmaadýðým için ? ?',1
'ailemizin göz bebeði 2 yaþýna girdi  ? ?  ?  merzifon hava lojmanlarý in merzifon amasya httpstcos2ewwqixh3 httptcozx8fcagox6',1
'herþeyin bi çözümü bulunur elbet',1
'düðün baslasiiin ? ?  hidiv kasrý in istanbul türkiye httpstco33xfopzdgl',1
'sonunda buluþtuk biizzo ?o ? ? ?  shakespeare bistro httptcohtp7ywcwpu',1
'>>>>> ne kadar kýzgýn da olsak ünal baþkan bi numaraydý adamýn býrakana kadar bi duruþu vardý',1
'vazgeçmek korkaklarýn iþidir ',1
'huzur bu evde  zeliþs home httpstcouf7alyupqj',1
'bu ismini bile bilmediðim mekan ve müzikleri çok iyi lan  kýbrýs þehitleri caddesi in izmir türkiye httpstcoyectykr353',1
'bugün kahkahalara boðulmama sebep olan insanlar iyi ki varsýnýz   beyoðlu çaycýsý httptcob7cvzpsvul',1
'yapýlmasý mümkünken yapmadýklarýnýn piþmanlýðý da bitirebiliyor insaný',1
'ankaraya geldim kendimi memleketine kavuþmuþ alamanci gibi hissediyorum',1
'sevdiceðim gelmiiiþþ hoþgelmiiiþ sefa gelmiþþ  çaký home httptcoujjpxtefdv',1
'fatmamla bir okey klasiði daha dd ahajahja illegal iþler ekip iþidir dd httptcohy1k0nmdte',1
'dershanem yok dedim 1 hafta daha yaticam ahahahahha',1
'eve gidiyorum ve gider gitmez ayaklarýmý uzatýp koltuða yayýlacaðým',1
'en yakýn arkadaþým httptcotbpylqlcjd',1
'hayatimda en guzel aldigim hediye degil de ne ? ? ? ? ? ? ? ?',1
'telefonuma gelen bildirimlerden bahsetmek istemiyorum ve hepside twitterd',1
'baldan tatli þekerler sirineler ** httptcoeypt12ybwn',1
'5 ay sonra tekrardan stephen lynch dinlerken terasta tek baþýma cay içiyorum mutluyum',1
'ailecek tasavvuf müziði keyfi demircimustafa dinlemeye geldik  kayseri þehir tiyatrosu in kocasinan kayseri httpstcoh2sos2w1hy',1
'çayýrova ilçe gençlik kollarý 3 olaðan kongresi hayýrlý olsun aknyusuf alierdem4152 ayazahmet61 6141yazici httptcocmzbtbjoqx',1
'baskettede tam destek   atatürk kapalý spor salonu httpstcoqttu9k9nrv',1
'aile saadeti  bilgiçler et  köfte restorant httpstco5pwjaz23gz',1
'uyumun dibiler ya asena_bulbul  kirazmevsimi ozgecangurel serkancayoglu httptcowok0r9ntll',1
'tamda bir aile gibiydi  ? ?',1
'çay içiyorum mutlu sanýyolar evet mutluyum',1
'izmir   kordon in izmir türkiye w babacikkk httpstcomt4e4xuwbs',1
'aþkýmm sevgilimm bitanemm bebeðimm  ? ? ? ? httptcotast25ppg7',1
'bazen olan seyler hayýrlýsidirzamani vardir bekledik basa gelenler de oldu ama iyi ki olmus  cook guzel seyler var artik yanýmda',1
'aþk bu aþk httptcodcphl0xvrq',1
'sabahtan beri avon katoloðu artý kahveler allahoom iþ dediðin bu iþte hep burda kalýyým hep  mersin marina httpstcoufrd13lthi',1
'hmm büyük baþarý üniversiteyi kazanmak inþallah  ildemde evde httptcommwl1bck0o',1
'ismail hocam haklýher maç bize finalumarým kazanýrýzkazanacaðýz',1
'urfaya yolculuk baþlasýn o halde   ankara esenboða airport esb  tavairports in ankara türkiye httpstcourfm6kvydv',1
'canýmýn içi abim d httptcozng9saztfp',1
'biraz da düðüne gidelim ? ?  sultanbeyli salon semazen httpstcoem654qzy4j',1
'bu gazeteyi burada unutan ! kisiden allahcc razi olsun',1
'özlem gidermece ? ? ? ?  baba evi w tugcenuresen httpstcowxlivw2olq',1
'geçen haftaki oyunumuzu sergilersek býrakýn karabük bu ligin en diþli rakipleri gol atamaz bize müthiþ defans yapýyoruz',1
'gezdik geldikk  httptcoaexoavc6wt',1
'burayida özlemiþim  amasya in amasya httpstcooddgpdnpxp',1
'mutluluk sebebim resmen ya',1
'adam dertliydi ama iþi þakaya vuruyordu ben de adama aman siz kendinizi bilmiyor musunuz ? insanlarýn düþüncesi önemli deðil dedim',1
'bugün süperdi be ? ?',1
'fatmamla bir okey klasiði daha dd ahajahja illegal iþler ekip iþidir dd fatmaaaktar httptcoe3grugqymp',1
'biz tesekkur ederiz cok keyif aldik tekrar gelelim yalcinalaca  ? ? ? ?',1
'anladým özlemek de sevgim gibi sonsuz olacaktý',1
'fotoðraflarýmizi buldum bugün  mektuplarý karakalemini  yakcam demiþtim yakmamistim hatira saklayalim  t',1
'bende 5 yýl sonra lumya sahibi olup emoji yapabilcem hahahahaha ezikler',1
'migrota satiliyor bu sisetavsiye ederim mutlaka alinhepimizin katkisi olsun icimdenngeldiblogspot httptco9xh0fyjnhu',1
'türk yemeklerinin gözünü öpeyim',1
'evim evim güzel evim   kepez siteler httpstcohkavnnenbs',1
'mucize aðlattý be efsane olmus  ? ?',1
'25 saat biþey yemeyerek kendi rekorumu kýrdým djkdkdj',1
'anniþle gezmeler  ? ? ? ? ? ? ? ?  cumhuriyet meydaný httpstcop7vvwrygyk',1
'festival gibisin katýlmak istiyorummmm d',1
'normalde sevgililer günü boktan bir þey ama bu sefer fifty shades of grey var sýradan olamaz',1
'belki uzun belki karmaþýk bir yazý olacak bu ama bugün hayatýmýn en anlam yüklü günlerinden biriydi httptco8mvw8p0kjw',1
'nazlýakadan kadýn katlinde ceza indirimlerinin kalkmasý için kanun teklifi  bianet httptcoarnrklni90 bianet bianet_org aracýlýðýyla',1
'þey doðum günüm de bugün',1
'çekirdeklerini yer  ama asla yere atmaz koca yürekli cocuk   çemberlitaþ  istanbul httptcolaggnztm9t',1
'yaktýðýmýz mumlar boþa gitmesin diye ailecek ayin yapmaya karar verdik  ? ?',1
'2geliþimde bile baya dolu bi salonduhatta ben yine esprileri kaçýrmamak için sesli gülmedim ama teyzeler maþþallah ! ! banamasalanlatma',1
'onun haberi bile olmadan sevmek apayrý biþey be',1
'uzun bi aradan sonra yine sahnelerdeyiz   karþýyaka in tokat türkiye httpstcoq8obc7fyxu',1
'mesaiiii biterrrr  akasya acýbadem httptcowkmqe8lpsf',1
'geçen haftaki oyunumuzu sergilersek býrakýn karabük bu ligin en diþli rakipleri gol atamaz bize müthiþ defans yapýyoruz fenerinmaçývar',1
'sonunda beeee ? ?  beþiktaþ 100 yýl meydaný  besiktas in mersin yeniþehir httpstcomqpmnzr850',1
'canimmmnsinnnnn  ?  ? ?  ? ?  ? ? buket3519 httptcof6ashamu5n',1
'haksýzlýk ettim afedersin',1
'atký koleksiyonumun 26 olmasý hoþuma gitti lan d',1
'teyzemin üniversite arkadaþlarýyla sohbet muhabbet kahkahalar falan   big boss in izmir httptcocthdcbcsqv',1
'herþey yalan  sen gerceksin',1
'pu geçmiþ olsun diyo  ? ? himesovski  eceycik httptcodlv6w4v3e4',1
'evet seviyorum hala aradan yýllar geçmesine raðmen',1
'bugun gunlugume bol malzeme cikti mutluyum ? ?',1
'fenerbahçe gelirde maça gidilmez mi  dr necmettin þeyhoðlu stadý in karabük türkiye httpstcoswr4qn2qdt',1
'ismailin öpmesi bile beni mutlu ediyo',1
'tekken gülebilmek iþin özü  ?',1
'baldýz oluyoruuuum  ? ? ? ? ? ? ablamýnsözü kýzveriyoruz happy smile today night new nice home httptcomvcjbxswfh',1
'annem süper yemekler yapmýþ yine piþsede otlansam o yemeklere',1
'iþte bu benim yeni sevgilim coookk tatliii ? ? ? ? ? ? httptcozezzhinnzc',1
'3 yýlýn uzerine sonunda buluþtuk kavuþtuk o ?o ?o ?  bagdat caddesi httptco5avgk5tzpy',1
'hooome sweeeeet hooome  bahçeþehir towerland in malatya merkez httpstco5s6xdgrapl',1
'turuncu kafedeyiz httptcouuwd5qkzlx',1
'hadi karþiyakam vurdugun gol olsunn',1
'þutlarýn gol olsun baþarýlar fenerbahçem fenerinmacivar',1
'hele þükür gelebildik   yenipazar in aydýn httpstcoljvau0xlre',1
'ataol behramoðlu sanatta 50yýlý tarýkakan rutkayaziz beþiktaþbelediyesi  fulya sanat httpstcolbxjb9a2yu httptcojfpgqgtv2e',1
'ulan ben bu eve aþýðým be',1
'arsenal maçý öncesi tertemiz kane þovu',1
'lise dostluklarý baþkadýr burakcello  ? ? httptcokv5obefcjx',1
'mum iþýðý eþliðinde akþam yemeðimiz  ? ? ? ? ? ? buonapetit night essen dinner eating time candle  httptcokxsjepnc6f',1
'evim evim güzel evim ',1
'yeni kitap mutluluðu bülenttanör osmanlýtürkanayasalgeliþmeleri erýkjanzürcher httptcon9xopyfkx7',1
'deli gibi sevmek ruhumuzda var',1
'fenerbahçe nerdeyse taraftarý ordadýr   dr necmettin þeyhoðlu stadý in karabük türkiye w 3481enes httpstcomhudtru81z',1
'ana gibi yar olmaz istanbul gibi diyar ',1
'planlarýmý deðiþtiren camii huzur yerim sanki tüm yorgunluðumu orada býrakýyorum süleymaniye httptcoo0gund7zua',1
'kahverenði dallardan pempe çiçek açtýðýna göre ümitsizliðe yer yok',1
'sonra yüzüme bir gülücük kondurdu sanki bütün kelebekler benimdi',1
'gülüþü güzel olan hep kazanýr ',1
'seni sevdim hep seveceðim ',1
'zenci kadýnlarýn burnu niye bu kadar güzel',1
'kaliteli ve güvenilir mahallemizin marketti filebekcisi29  teda global market httpstcol0k5qjjp9f',1
'sevindirici bir geliþme ',1
'bir kahvenin kýrk yýl hatrý vardýr dediler geldik  pierre loti  tarihi kahve in istanbul türkiye w enesyaasar httpstcoesdmpijajv',1
'caným ablam yaaa ben seviyorum',1
'yapýþýk kardeþler harika dostum yaa  ? ? ? ?',1
'baþarýlar fenerbahçe vurduðun gol olsun  !',1
'bu gazeteyi burada unutan ! kisiden allahcc razi olsun',1
'öðrencilerimi özledim sanýrým caným çok pis ders anlatmak istedi ',1
'þu 13burrc okuyunca nasýl mutlu oluyorum anlatamam aq ya tam bi depresyon ilacý',1
'yolu doðru olanýn yükü aðýr olur',1
'sanki kalbimin bir odasina soba kurmus birde ustunde cay demlemis gibi gel de sevme',1
'umutsuz bir zamanda aþký bulduk',1
'5beþ lira daha ucuz diye kitaplara saldýrdýðýmýz bir gün  sirkeci eminönü httptcoz3xqsjupva',1
'herþey seninle güzellll httptcooxsdtlzouc',1
'gökyüzü kadar derin seviyorum seni',1
'etli ekmek konya`s most famous   cemo etliekmek in konya httptcocvcv5kyasl httptcouxpjmrtvmp',1
'uçarak geldim desem yeridir  ? ? ? ? ? ?  sarýyer sahili in istanbul türkiye httpstcod1ayeoeljw httptcoxcq40jqpui',1
'çay yok bk için dublaj dublaj kemalsunalrepliklerikemalsunal buyukusta best instagood  httptcodf6yejcemp',1
'ahmet kurali yicem ya bu kadar sempatik olmaaa',1
'hep müþteriyemi yapacaz birazda biz yiyelim httptcopfpxjuuuif',1
'fermanýn sesini sevdiðim kadar hiç bir þeyi hiç kimseyi sevemem sanýrým',1
'düðün konvoyu baþlasýn  kýrkkonaklar in ankara çankaya httpstcogwqqzlwbzq',1
'sonunda elektrikler geldi',1
'yaþasýn toprakla oynamak  httptcokeot8pojj8',1
'hamile bir köpeðin kendini ve yavrularýný yangýndan kurtaran itfaiyeciye teþekkürü httptcorikf7ajnmv',1
'ilk örgü sipariþimi aldým çok þükür ? ? devamý gelir inþallah ? ?',1
'gözüm kapalý bile seni görebiliyorum gülümse çekiyorum',1
'ama sýrf bu kýl düþünceyi bertaraf edip  gerck maalesef mimarlýðýný öðrenmk içn bilerek stajými o soðuk belediyede yptm iyiki katlanmþým',1
'walla aþýðým',1
'kahverengi dallardan pempe çiçek açtýðýna göre ümitsizliðe yer yok bizde  ? ?',1
'gerçekten terapi gibi  adana huzurevi httptcol9p1ph5m0k',1
'allahýma çok þükürler olsun ankaraya döndüm',1
'þenlik var dediler geldik  kuruçam mahallesi httptcoseypkgtlho',1
'sedam geldi keyfim de yerine geldi ? ?  bahçelievler httptcod80ccdvka9',1
'oo kuzen mi alýrým bi ömür ',1
'dedemle oturup hababam sýnýfý izlemek izmirin en güzel son akþamý',1
' ? ? payedar kahve üsküdardaki favori mekanýmý buldum  ? ?o ? feyzacukurova sayesinde o ? ? ?  payedar kahve httptcoozykwlvtvg',1
'acaip guzel lan djdjwlshwlxjdkejk',1
'ahmet kural harbi tarzsýn ya',1
'haftasonu keyfinizi ikiye katlamak istedik ve çok sevdiðiniz triko ürünlerimizden desenli kalem eteði httptcotrrdvulrma',1
' sanki bana huzurlu gelen ne varsa onda birikmiþ',1
'zuhal hocanýn oðluda çok yakýþlý iþte',1
'jaggedýn taklitlerine bayýlýyorum aq lsjdöakdlakdlald',1
'ben bilmem eþim bilirde istisnasýz her dört kocadan biri çok ateþli oluyor want want',1
'kankilerle muhabbet koyu   hüsnü ala cafe  restaurant  cafehusnuala httptcohxe5ond3dz httptcotpjoxokh09',1
'sen beni seversen  en güzel ben olurum ',1
'aþkým benim yine küstük barýþtýk ',1
'alemin en kralýyla  seviyoruz seviliyoruz foxahmet  34 yeþilköy kahvesi httptcodhzwk4ghje',1
'aðladýktan sonra gelen o tatlý uyku en sevdiyim o ? offline',1
'alýþveriþ zamanýýýýý  ? ? ? ? love shopping addiction sis  gordionavm httptcoqu8lf5o3e4',1
'ne mükemmel kankam varr bee kýskanýn d',1
'þuan evde mumlar yanýyor yemek sipariþ etmiþiz izlenmeyi bekleyen 2 film hazýr ve eþim yanýmda dinlenmek için iyi bir cumartesi akþamý',1
'kepeze yeni bir kültür ve eðitim hizmeti olarak oyuncak müzesi kazandýrmak için kollarý sývadýk hayýrlýsý inþallah httptcoann51j5ado',1
'ne güzel demiþ mevlana celaleddin rumi httptcoysdjohubu1',1
'kuzumla kahve keyfisii  bornova  özkanlar w ranagultekin httpstcojtfsozgjvk',1
'3 saattir bornovadayým çirkin kýz görmedim daha aq',1
'sonunda geldi be elektrik',1
'2013 ve 2014 ödüller toplam 10 adet iyiyiz iyi  remax vista gayrimenkul danýþmanlýðý httptcooj2hx6vpdn',1
'dayýma hayýrlý olsun ziyareti  dorukkent in sakarya httpstcoe0kyquttyi',1
'durun daha bu gülüþlerimin kahkahasý var ',1
'i think everything is ok ! so what ? its so awesome chatting good friends eating enjoy  httptcosihstwfutu',1
'kimsenin zayýflýðýyla dalga geçmedim çok þükür',1
'araba anahtarý ister gibi helikopter anahtarý isteyen felicity sevimliliði  ? ?',1
'güzellik nerde biz orda tabiki  ? ? ? ? ? ? ? ? sossbonus betuulozts hilldzc  hill brasserie httptcov0in0d2fek',1
'alemin en kralýyla seviyoruz seviliyoruz   yeþilköy kahvesi  yesilkoykahvesi httpstcoyngkwkl3pj httptcongooyztxd5',1
'çok seviyom',1
'hello kiti pijamasý giydiririm sana þeker oðlan o',1
'hiç olur mu vazgeçmek yarý yoldan geri dönmek yakýþmaz bize yürekten sevince  anatolia cafe  restaurant httpstcouswmdbmgq1',1
'medyum memiþle ayný uçakta oldugum icin cok sansliyim  ? ? ? ?  samsun çarþamba havalimaný szf in samsun httpstcopqo8uplpzy',1
'sevdiðimiz insanlar elimizi tuttuðunda iyileþiriz biz',1
'o kadar güzel gülüyodun ki içini kýskandým için  olmak istedim  ? ?',1
'resmen mutluyum valla hayret  ? ?',1
'kaderimdir dedim üzülmedim ki kankam',1
'en güzel doðum günü hediyem ? ? ? ? httptcofh2uzkpbig',1
'çocukluk arkadaþým evlenmiþ ya çok duygulandým þimdi onunla az piçlik yapmadýk  ? ?',1
'memleket gibi memleket  ? ?  beypazarý in ankara türkiye w taxir kubraust httpstcogvmeq0y9hj',1
'mix yaparken çok eðlendiðim doðrudur',1
'inadýna peþindeyiz  !',1
'yeni türkiyenin bilge lideri yürüyeceksin millet yürüyecek arkandan seninle yürümek ayrý bir sevda httptcow2rorpk7va',1
'soran oluraa butsuz gecti dersiniz  ',1
'düþmanlarý catýr catýr catlatalým munafýklarý seviyo musun beni sen bu dünya en çok sevdiðim kiþi httptcoz5mqns8krj',1
'el ele omuz omuza',1
'hazirliklara tam gaz devam',1
'bana yina baldan tatlý geliyosun aþka geliyorum baakk  ? ? ? ?',1
'ne güzel bir duadýr',1
'sayende güldük eðlendik tþk',1
'ay ben onun merhabaa diyiþini yerim _',1
'þenol hocanýn vardýr bi bildiði haksýz yere tepki göstermeyelim',1
'araba yarýþý oynarken tuþlara daha kuvvetli bastýðýnda arabanýn daha hýzlý gideceðine inan insanlardan ne zarar gelebir ki kýrmayýn onu d',1
'besiktas hentbol takimina cicek ve baklava ile ziyarete gidiyoruuuz  ?',1
'iki cümleyi bir araya getiremiyor sorsan ooo bir numara kanki sen git ilk türkçeyi öðren harbi diyorum gsbhshvqq',1
'bi de erkek parfümü seven kýz tatlýlýðý var',1
'þimdi çocuðu sevicem ama severken cimcircem umarým annesine söylemez',1
'bazý þarkýlar eskimez ya hani ',1
'vefa bozacisi çok farklý bee',1
'mert günok türkiyenin en iyi kalecisi olacak',1
'aclikrizi çoðu þeye gülüp geçmesini bilen insanlar takdir edilesiçünkü en iyisini yapýyorlar',1
'sevdiði kadýnýn arkasýnda duran aþkýna sahip çýkan adam ne güzel bir adamsýn sen',1
'hoþgelen abii o ?  oasis evleri in izmir w okayselcuk httpstcomrqst5h3ak',1
'feyzaya yaptýðýmýz doðum günü çok güzeldi  ? ? ? ? ?',1
'kokun diyorum cennet  mis  huzur',1
'efe aile kasabýna hayýrlý olsun ziyaretinde bulundumbol kazançlý günler dilerim httptcokt8b3ibav6',1
'astsubaylýk olur umarýmmm hadi hayýrlýsý benim için   ? ?',1
'çok iþte çýrak olacaðýna bir iþte usta olimamý gazali',1
'harun abim geliyoo cok mutluyuz',1
'nazlý yarimm ayy ayy ayy olmuþ',1
'sonra aklýma ne kadar tatlý sempatik ve güzel olduðum aklýma geliyo her þeyi unutuyorum',1
'kimse bana þans veremez ben zaten istersem þansý kendim yaratýrým',1
'sigarami aldým dýþarda oturuyorum camide döner dagitiyolar yicem þimdi kaçak girip bu benim serseri serbest stilim arkadaþlard',1
'adamsin adammmmm httptcolyhjwfc7c7',1
'gunun ozeti  ? ? tired train early morning ticket plane tardiness family brother city happy httptco8u6gemnpib',1
'kardeþ yemeðide güzel oluyomuþ ? ?',1
'en güzel mesaj  ? ? httptcohjbvwkpmoc',1
'bazen baþ aðrýsý çekmek için dünyaya geldiðimi düþünüyorum',1
'vayyyy beeeeee seninle gurur duyuyorum demek ne kadar da güzel bi duyguymuþ',1
'þükürler olsun ',1
'deli dolu güzel geçen günün sonu  ? ?',1
'herkes realin 4 golunu izlesin mukemmel',1
'ulam bee sesine kurban olduðum  ? ?',1
'keyifler iyi mekan herzaman ki yer d ecekalpdeniz httptco7nhlsgek5i',1
've ben senin için yaratýldým herkes sustuðunda seninle konuþmak için burdayým',1
'allah utandýrmasýn fenerinmacivar fenerbahce karabukspor fenerist httptcom5dcxgb3ql',1
'aþýðým sana istanbul  ? ?  istiklal caddesi in istanbul türkiye httpstco5corbdjl9y',1
'dünya tersine dönse de mustafa kemalin izinden bir adým þaþmayacaðýz þaþýrtamazsýnýz',1
'güldüre güldüre bi hoþ ettin bizleri ',1
'saðol varol ',1
'böyle gol at canýmý ye benzema ',1
'ben evlenicem dugunume kendimi davet edicem haftaya dugunume davetlisin asmin',1
'maça yarým saat kala heyecan tavan  ? ?',1
'görürsem dediðini yapamam böyle kal hayalimde beynimde kalbimde',1
'babamla yüksek lisans yapabiliriz gerçi onun pek vakti yok ama bakalým  ? ? ? ? ? ? o kesin devlete kabul edilir ben de özelde yaparým iþte ? ? ? ? ? ? ? ? ? ?',1
'soðuksu nimet vallahi havasi bile deðiþik',1
'hayatimda boyle idman atmadim ben mutluluk bu ulan !',1
'ahahahaha o zaman banko seviyor  ? ? httptco93b5lzebzm',1
'tanýþalý kýsa bi zaman oldu amaa çok þey paylaþtýk git ve hemen geri gell kendini fazla özletmee httptcoutn0hzlkex',1
'hayat tiyatro gibidir en kötü insanlar en iyi yerlerde oturur  aristofanes',1
'ellerimize saðlýk  ozgens summer house httptcoo22fjjfhod',1
'bi baskasin marmaris  httptcoifqhdrxhio',1
'bende güzel haber almak istiyorum d',1
'bugunde kacak girdik cok sukur d httptcoelicohofjx',1
'þu an her þey týkýrýnda her þey olmasý gerektiði gibi',1
'mutluluðun zirvesi budur',1
'hayatta baþka mutluluk sevildiðimize inanmaktýr',1
'antepte galibiyet pozu ',1
'eglenceye varmisin ?',1
'vee nevsehire yolculuk baslar d',1
'allahýmm  ? httptcoznsbwabjsh',1
'yerimden kalkicam insallah öyle umuyorum bugun bitmeden',1
'beni unflayan herkesi cinler gondiklesin amin',1
'bizim okula akkýlý tahta gelmiþ sonunda be helal olsun',1
'kesinlikle  ? ? httptco9hwsz3jxpj',1
'hayýrlý akþamlar httptcoj4rwd6nzs6',1
'mucize at cinemaximum in eyüp istanbul httpstcoskehuipj4c',1
'lider gibi oyna ',1
'helal süper devam aynen böyle  ? ?',1
'allah cumlemize sabir ve hidayet nasip etsinbir an dahi bizi bizimle bas basa birakmasin insallah',1
'nu kadar ucuza bu kalite balýk çorbasý ve balýk yemek ancak burda olur unye ünye kaptanbalikcilik httptco18f29fd375',1
'biraz önce babama facebook un parayla alýndýðýný söyledim ve vazgeçti d',1
'evet biz dýþarý çýkmak için hazýrlanýyoruz  ? ? ? ? gshcyln_',1
'dua ettiklerim var benim haberi bile olmayan',1
'bira fýstýk manzara ve dost sohbeti  ? ? ? ?  vida pera httptcogn6tdehrvl',1
'bazen kendini motive etmek icin bir kac kitap ve bakim urunu yeterlidir   kizgibiyap httptcom09k3vwiho',1
'ne hayat ama herþeyle karþýlaþmak mümkün',1
'annem instagramdan takip ediyo kýskanýn çok teknolojik aileyiz  ? ? ? ?',1
'ruhu bedeninden bile daha büyük yerlerdir huzurdur  bezmi alem valide sultan camii httptcodrl4fbv1ha',1
'askere gidecek arkadaþlarýmýzýn þimdiden allah yardýmcýlarý olsun ',1
'evarbaþ iyi akþamlar millet herkes saðmý httptcobmeyicvfbr',1
'bir dilim elmayla butun gun tok hisseden ben  ? ?',1
'günümü güzel yapanlara gelsin seviyom lan siziii  ? ? ? ?',1
'tabiki  sezen aksu httptco0tzbl6ytst',1
'bu kalp benim mi yoksa senin mi anlamadým hep senin için atýyor',1
'bana özledim deme cips var gel de ',1
'güldüre güldüre bi hoþ ettin bizleri ',1
'taglarý bu baþlýklarla açmaya devam kankalar biz çok eðleniyoruz dd httptcoqlyqrriten',1
'abimlerde film keyfi   armaðan evler  umraniyebeltr in istanbul türkiye httpstco4ocqvmthq6',1
'aslýnda yaptým mý güzel yemek yaparým ama bi kez pilava tuz yerine karbonat attýðýmý hatýrlýyorum yani tabi ki becerikliyim orasý ayrý',1
'bu benden mi hoþlanýyo düþüncesi dünyanýn en müthiþ þeyi senin de gönlün varsa her þey geliþiyo zaten kendiliðinden',1
'en son 5 ay önce gelmiþtim gözümde canlandý koskoca mazi   efes sitesi in aydýn httpstcoaxunlca1t6',1
'canim ablam ya düðüne gelmiþ d',1
'altay ailesi olarak bugun sizi cok andýkali hoca bile cok özledim dedii erhan hocaaa erhaneceyurt',1
'bizde kacan kovalanmaz pasam gelen agirlanir giden ugurlanir ?',1
'4 saattir elektrikler yok ve yeni geldi resmen hayata döndüm',1
'otobüste çok tatlý bi çocuk gördüm dibimde böyle mesajlari okurken yakaladim böyle gözlerini kacirmalar falam cok tatlýydý',1
'emenike karabüðü seviyor bugun yazar bir tane bozar gol orucunu insallah',1
'biz çok eðlendik madagaskar  ülker sports arena httptcobzntnczmmy',1
'yalnýz twitter duvar kaðýdým çok güzel skdjndnf',1
'tatlý zamaný   waffle art in bursa türkiye httpstco0vcoig7tbk',1
'paylaþtýðýnýz þey sizindir paylaþmayýp kendinize býraktýðýnýz þey ise nefsinizdir ',1
'gerçek hayata dönüþ  midpoint in istanbul türkiye httpstcoispaqpx6x7',1
'bizler inandýksizde inanýnbizim için bu maçý alýýýýnnnn ! ! antalyaspor tribün httptcojyt9ale7e5',1
'muhakkak ki iyi deðilim ama herþey yolunda',1
'ya bugun umitler cok iyidi aahahahah',1
'süper haber kapalý alanlarýn  önünde giriþinde de sigara içmek yasaklanýyormuþ  ? ?',1
'delikanlý kýz sjsjsjsjd',1
'avmde uyuduktan sonra büyük boy iyi gelir dd at starbuckstr in ankara httpstcoi96gy4stkh httptcoeyvtbui3dq',1
'dünyanýn en harika tatili  ? ? ? ? ? ? ? ?  ihlara canyon valley capadocia httptcoqn7trfj21o',1
've sýnav biter sonuçlar açýklanýr geçtik bakalým httptcoyshovp4n6v',1
'bu tespih benden ona emanat',1
'çok þükür',1
'twiterdaki sevdiðim kardeþlerim için de dua ettim karþýlýksýz etmiþ olsam da sizden de bekliyorum',1
'yengem beni gezdirirsee  httptcoi1toycvpso',1
'kuzumla muhabbet  ? ? ? ? nhaseken',1
'ailecek aksam yemegii   alabi restaurant ortaca in muðla httpstcoognv0xy8lk',1
'çok seviyorum lan',1
'ilk kez berabereye geldik ve çok sevindik !allahým ne günlere kaldýkd ramelin peþpese 33lüðüyle öndeyiz !þu an atmosfer müthiþ ygbs d',1
'kimseyi koyamam yerine orasý hep senin kalacak o yara ýslak imza kalbimde sonuna kadar seninle atacak',1
'kesinlikle ! ! httptcosewuw1uld4',1
'tanrý türküallah müslümaný korusun',1
'benim de deðiþmem gerek artýkd',1
'kavustuk ! ! ! bukeeet1907 renkliruyalarr  fenerbahçeliler derneði | fbd  fbd1986 in istanbul türkiye httpstcouo0dazetpp',1
'bu pozisyona bayýlýyorum httptcos3xbn0dtyh',1
'yine bi gün aþk yaþýyoruz  ataköy marina httptcoexcko4nhuw',1
'03 kazansak yine ne güzel olur be fenerbahce',1
'azaphandan ayrilmak icin dua ettiðim saatler evet',1
'gece ayrý bir güzel canýný sevdiðim istanbul  ? ?  boðaziçi köprüsü in istanbul türkiye httpstcoysetitxmd5',1
'klasik cumartesi akþamý oo  bizimkentbeylikduzu httptcowa2kbark8m',1
'sana uzun yollar çýktý bana yeni aþklar  ? ?',1
'çaktýrmadan bakmak isterken göz göze gelinen anýn tatlýlýðý  ? ?',1
'insanlarýn 81i sevdiklerinin mutlu olmasý ile mutlu oluyor ve kendilerinin mutlu olmalarýný çok önemsemiyorlar iþte bu insanlarý sevin',1
'oleyyyyyyyyy dbdjxhzj httptco9qjmze8k7c',1
